"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-127-3p",723.258526996669,-1.1723688329209,0.732547955394791,-1.60039875108118,0.109510152008642,0.9954112309327
"hsa-miR-127-5p",8.15757073227909,1.64617138783712,1.38599805528252,1.18771551053985,0.234945510874,0.9954112309327
"hsa-miR-1270-5p",83.9320608759715,0.156684494852849,0.626643234433088,0.250037798612154,0.802558117735912,0.9954112309327
"hsa-miR-1273h-3p",86.8010186710784,0.308973949153448,0.585141416360228,0.528032951547623,0.597476465483968,0.9954112309327
"hsa-miR-1273h-5p",5.0938799679116,-0.233916422835649,2.09735438909463,-0.111529279005931,0.911196649137789,0.9954112309327
"hsa-miR-1277-5p",19.7740069317079,-0.942782819798685,1.08785923302653,-0.866640454184286,0.386139040799144,0.9954112309327
"hsa-miR-1278",24.7534667857057,-0.868850800823617,0.946036037182967,-0.918411949095316,0.358403237293307,0.9954112309327
"hsa-miR-128-1-5p",76.1413883950226,0.220451878013638,0.601540743728932,0.366478713722804,0.714007893459938,0.9954112309327
"hsa-miR-128-3p",7175.30835511565,0.0369557705203772,0.31445609010238,0.117522832864662,0.906445751406355,0.9954112309327
"hsa-miR-1284-5p",3.95593674953898,1.09202531753569,1.80550194591709,0.604831980383718,0.545290642090708,0.9954112309327
"hsa-miR-1285-3p",415.268502712403,-0.551697125447345,0.359628237411911,-1.5340762155321,0.125010903837241,0.9954112309327
"hsa-miR-1287-5p",97.3757682763068,-1.73448539593974,0.951330338560805,-1.82322094191142,0.0682699345094035,0.9954112309327
"hsa-miR-1294-5p",77.708909036627,0.607848488426049,0.767153461016689,0.79234275710688,0.428160847042975,0.9954112309327
"hsa-miR-1296-5p",8.2286050860489,-1.97457633738892,1.38907032977772,-1.42150926058935,0.155168763311724,0.9954112309327
"hsa-miR-1299",53.4215184538162,-2.65929821404573,1.86686492166955,-1.42447275278358,0.154309667059582,0.9954112309327
"hsa-miR-1301-3p",30.8075714717691,0.803488552420432,0.869235787683151,0.924362024442228,0.355297859695254,0.9954112309327
"hsa-miR-1303-3p",14.3289033242121,0.712827982254624,1.20242210361618,0.592826745375735,0.55329710675169,0.9954112309327
"hsa-miR-1306-3p",20.4494073294765,-0.165265469645186,0.714014171712017,-0.231459649111618,0.816957729680138,0.9954112309327
"hsa-miR-1306-5p",10.6377548805228,0.531644385916838,1.17454555162867,0.452638371649053,0.65080916343471,0.9954112309327
"hsa-miR-1307-3p",1399.25667832265,-0.943812224534433,0.541216525542612,-1.74387177772923,0.0811814508228988,0.9954112309327
